iter	RMSE	MAE	R2
669	50869.68754	37463.49451	0.9812501545
670	50831.15288	37431.03131	0.9812785504
671	50782.68377	37395.42822	0.9813142364
672	50754.53065	37381.83378	0.9813349489
673	50705.04354	37351.18045	0.981371329
674	50651.50834	37319.53887	0.9814106452
675	50621.94792	37299.08793	0.9814323365
676	50593.18675	37285.62495	0.9814534291
677	50564.60977	37272.57519	0.9814743749
678	50496.94205	37233.19493	0.9815239252
679	50406.01754	37186.83424	0.9815904012
680	50362.24202	37160.90486	0.9816223632
681	50312.26694	37131.86513	0.9816588178
682	50255.93365	37101.9767	0.9816998671
683	50214.23863	37074.21976	0.98173022
684	50182.46484	37050.43785	0.9817533337
685	50125.45902	37008.35642	0.9817947655
686	50082.29909	36980.85722	0.9818261028
687	50076.45618	36977.75108	0.9818303431
688	50035.50641	36953.6304	0.9818600472
689	49998.64538	36929.45299	0.9818867647
690	49962.70219	36902.61155	0.981912798
691	49919.35266	36880.16611	0.9819441706
692	49864.3803	36842.44057	0.9819839157
693	49797.79477	36803.33383	0.9820319985
694	49777.52548	36787.43165	0.9820466227
695	49710.82674	36740.14572	0.9820947032
696	49666.04282	36709.17396	0.98212695
697	49655.34797	36705.12108	0.9821346466
698	49589.7812	36654.46899	0.9821817956
699	49543.18161	36625.86553	0.9822152675
700	49507.76629	36596.09907	0.9822406848
701	49464.34911	36556.89335	0.9822718201
702	49430.5573	36534.47058	0.982296034
703	49389.84056	36502.8528	0.9823251881
704	49341.92037	36469.03762	0.9823594692
705	49290.3367	36442.41196	0.9823963339
706	49258.03254	36421.59293	0.9824194007
707	49238.70442	36410.50974	0.9824331947
708	49200.07006	36388.85051	0.982460751
709	49160.30756	36363.76789	0.9824890892
710	49113.89938	36328.63821	0.9825221348
711	49063.62828	36294.06446	0.9825578959
712	49032.45822	36274.29315	0.9825800507
713	48952.81358	36226.2548	0.9826365961
714	48918.30919	36206.22833	0.9826610646
715	48872.00734	36179.30688	0.9826938722
716	48848.4399	36166.08248	0.9827105591
717	48801.32729	36135.63393	0.9827438932
718	48739.99685	36102.8415	0.9827872387
719	48715.97159	36090.36297	0.9828042038
720	48666.43169	36053.36422	0.9828391593
721	48639.08071	36034.30587	0.982858443
722	48592.09927	36002.98322	0.9828915417
723	48499.27979	35944.1618	0.9829568396
724	48452.18511	35913.15397	0.9829899227
725	48412.20117	35886.7414	0.9830179854
726	48390.56579	35873.01131	0.9830331605
727	48363.20906	35853.1614	0.9830523388
728	48294.15025	35816.93932	0.9831007041
729	48249.62876	35785.28462	0.983131848
730	48195.35198	35737.38061	0.9831697772
731	48140.45678	35694.15073	0.9832080951
732	48084.90252	35654.69975	0.9832468286
733	48046.16387	35619.86442	0.9832738114
734	47987.1537	35585.24837	0.9833148723
735	47952.59757	35565.54261	0.983338894
736	47909.61012	35530.13462	0.9833687525
737	47885.72215	35513.51993	0.9833853332
738	47838.80689	35479.70013	0.9834178732
739	47776.30717	35448.61649	0.9834611728
740	47745.49017	35430.79722	0.9834825019
741	47714.64972	35405.21898	0.9835038335
742	47682.26812	35384.52464	0.9835262162
743	47674.70559	35380.47634	0.9835314413
744	47637.29282	35354.08634	0.9835572786
745	47584.54726	35323.13947	0.9835936703
746	47548.30083	35304.85706	0.983618655
747	47502.79253	35280.5361	0.9836499971
748	47469.33664	35250.72726	0.9836730194
749	47431.74224	35222.92604	0.9836988702
750	47382.48509	35187.00859	0.9837327095
751	47344.94461	35157.19457	0.983758476
752	47296.97703	35118.33281	0.9837913696
753	47288.38874	35113.89066	0.9837972554
754	47253.85046	35087.18142	0.983820915
755	47206.56575	35059.87707	0.9838532781
756	47146.20532	35019.63092	0.9838945435
757	47113.16228	34990.8747	0.9839171111
758	47041.11162	34946.45333	0.9839662649
759	47015.8342	34932.37812	0.9839834916
760	46993.9131	34913.43534	0.9839984235
761	46927.94688	34864.15142	0.9840433154
762	46871.67408	34823.0538	0.9840815608
763	46811.77959	34779.01044	0.9841222173
764	46738.02132	34737.17168	0.984172213
765	46729.62819	34731.96204	0.9841778971
766	46675.75619	34697.09571	0.984214357
767	46638.31314	34666.02367	0.9842396731
768	46609.6909	34645.76396	0.9842590116
769	46582.95811	34620.3882	0.9842770628
770	46549.10829	34592.6178	0.9842999049
771	46504.11978	34562.66092	0.9843302377
772	46466.83904	34530.92366	0.9843553514
773	46429.59896	34499.43086	0.9843804177
774	46382.14809	34464.36236	0.9844123276
775	46368.54782	34450.93406	0.9844214676
776	46318.26372	34415.01143	0.9844552374
777	46268.61399	34388.6306	0.9844885452
778	46220.99898	34355.95911	0.9845204544
779	46191.64864	34340.9215	0.9845401072
780	46153.92341	34319.43771	0.9845653494
781	46127.94176	34300.88711	0.9845827219
782	46081.22169	34256.76026	0.9846139365
783	46044.72376	34226.08012	0.9846382994
784	46001.42325	34194.68231	0.9846671782
785	45957.01713	34163.62047	0.984696766
786	45935.00188	34147.88427	0.9847114243
787	45858.01295	34099.82989	0.9847626299
788	45801.79191	34069.61659	0.9847999684
789	45785.07897	34055.58227	0.9848110593
790	45744.02689	34029.53633	0.9848382846
791	45711.3235	34000.46733	0.9848599558
792	45682.67877	33981.57176	0.9848789247
793	45624.02421	33939.39856	0.9849177293
794	45584.89586	33908.46113	0.9849435881
795	45559.33332	33890.29949	0.9849604697
796	45528.51942	33865.88861	0.9849808067
797	45498.13152	33848.1218	0.985000849
798	45479.08635	33841.18995	0.9850134035
799	45423.62748	33795.70968	0.9850499316
800	45344.31855	33746.12774	0.9851020912
801	45295.15697	33714.17413	0.9851343778
802	45285.78067	33706.20147	0.9851405317
803	45238.93239	33671.00084	0.9851712601
804	45199.60191	33649.01441	0.985197033
805	45130.34837	33604.00186	0.9852423596
806	45072.69804	33570.70136	0.9852800389
807	45040.10346	33546.94693	0.9853013208
808	45002.83821	33527.1315	0.9853256335
809	44964.93065	33492.94969	0.9853503446
810	44934.44081	33465.84013	0.9853702052
811	44900.1472	33437.75044	0.9853925273
812	44860.38265	33405.77218	0.9854183893
813	44803.95401	33369.39638	0.9854550498
814	44770.75488	33339.97537	0.9854765971
815	44756.52566	33329.55061	0.9854858274
816	44719.6752	33306.48333	0.9855097181
817	44702.22615	33292.67813	0.9855210238
818	44660.76991	33261.39447	0.9855478665
819	44631.65991	33246.34644	0.9855667003
820	44602.39264	33225.18148	0.9855856234
821	44553.60073	33187.34113	0.9856171428
822	44501.39592	33150.77242	0.9856508287
823	44471.44779	33133.2326	0.9856701353
824	44441.97368	33116.46408	0.9856891237
825	44400.34037	33087.76468	0.985715924
826	44373.74829	33073.31802	0.9857330288
827	44336.4431	33043.65717	0.9857570074
828	44307.47504	33028.37988	0.9857756131
829	44263.32821	32988.26131	0.9858039446
830	44229.23751	32963.90667	0.9858258032
831	44195.08611	32939.47457	0.9858476839
832	44173.94551	32929.03656	0.9858612201
833	44124.3054	32890.48695	0.9858929789
834	44100.02522	32879.45074	0.9859084999
835	44048.86586	32840.50555	0.9859411753
836	44017.72256	32823.55589	0.985961048
837	43969.01028	32785.77092	0.9859921032
838	43942.51334	32762.48525	0.9860089812
839	43904.77279	32732.85014	0.9860330036
840	43893.00478	32724.86914	0.9860404899
841	43861.24075	32699.29405	0.9860606867
842	43826.83049	32676.71845	0.9860825497
843	43788.22336	32646.59054	0.9861070587
844	43755.27931	32614.28878	0.9861279555
845	43711.01642	32586.91403	0.9861560073
846	43695.65789	32574.19167	0.9861657341
847	43668.75256	32558.71254	0.9861827656
848	43634.29492	32536.60315	0.9862045625
849	43596.79416	32509.39335	0.9862282648
850	43546.71851	32477.26259	0.9862598833
851	43527.78079	32463.05532	0.9862718314
852	43488.50003	32437.09605	0.9862965976
853	43442.42937	32400.47009	0.9863256164
854	43402.44865	32368.46702	0.9863507743
855	43357.13951	32341.01785	0.9863792571
856	43327.52896	32319.66932	0.9863978552
857	43294.8139	32289.40713	0.9864183884
858	43255.51675	32259.58202	0.9864430323
859	43228.97245	32237.52967	0.986459666
860	43192.05885	32208.88842	0.9864827805
861	43174.88615	32196.86478	0.986493527
862	43153.88346	32181.72757	0.9865066644
863	43139.66118	32174.4889	0.986515557
864	43085.22735	32137.88888	0.986549565
865	43041.71886	32112.12073	0.9865767164
866	43006.5363	32084.70844	0.986598652
867	42961.83228	32059.81462	0.9866264981
868	42909.71104	32033.7238	0.9866589279
869	42882.18224	32017.36271	0.9866760404
870	42835.69331	31977.23357	0.9867049139
871	42774.42729	31936.94641	0.9867429175
872	42730.40806	31899.51389	0.9867701892
873	42691.27684	31875.74727	0.9867944091
874	42663.05281	31850.76749	0.9868118642
875	42636.11789	31836.99556	0.9868285114
876	42607.53853	31814.60057	0.9868461634
877	42574.8076	31786.02403	0.9868663651
878	42522.77951	31751.37483	0.9868984451
879	42484.72564	31728.55216	0.9869218839
880	42446.01381	31696.89779	0.9869457064
881	42404.14873	31666.91968	0.986971445
882	42350.45378	31620.73827	0.9870044194
883	42291.6001	31580.34911	0.9870405137
884	42240.84219	31556.20324	0.9870716027
885	42232.95053	31550.24987	0.987076433
886	42196.43414	31522.32093	0.9870987718
887	42171.43589	31501.18078	0.9871140533
888	42131.10121	31474.51083	0.987138691
889	42095.02896	31449.39948	0.987160705
890	42088.82724	31445.39104	0.9871644879
891	42067.92602	31424.8916	0.9871772329
892	42037.12204	31398.41087	0.9871960048
893	41992.55287	31373.79045	0.9872231408
894	41965.50039	31354.90911	0.9872395978
895	41932.64811	31324.82531	0.9872595687
896	41909.70665	31309.48042	0.9872735055
897	41869.47341	31278.11582	0.9872979286
898	41828.41812	31245.93132	0.9873228265
899	41803.29787	31228.09621	0.9873380486
900	41769.6326	31203.71822	0.9873584344
901	41749.7281	31189.63571	0.9873704797
902	41708.88134	31162.78552	0.9873951803
903	41669.81001	31136.2614	0.9874187847
904	41645.97229	31117.64949	0.9874331751
905	41620.07619	31092.07285	0.9874487987
906	41573.21283	31064.41914	0.9874770476
907	41536.74459	31036.16056	0.9874990084
908	41502.22657	31012.15827	0.987519777
909	41472.23262	30989.36446	0.9875378096
910	41452.04551	30979.15261	0.9875499388
911	41408.81789	30949.92422	0.987575892
912	41381.15013	30930.32604	0.9875924891
913	41344.34299	30909.66957	0.9876145514
914	41317.78053	30892.60684	0.9876304608
915	41284.47835	30871.41746	0.9876503925
916	41267.82758	30859.52253	0.9876603521
917	41239.29053	30840.62917	0.9876774122
918	41201.45762	30811.08865	0.9877000113
919	41152.91587	30778.88049	0.9877289768
920	41126.52932	30765.25896	0.9877447077
921	41082.09191	30733.81653	0.9877711772
922	41053.26094	30711.15298	0.9877883353
923	41021.40999	30684.52541	0.9878072766
924	40986.35463	30654.12828	0.9878281066
925	40927.95106	30612.3526	0.9878627706
926	40875.94015	30583.98238	0.9878935988
927	40851.3583	30564.04574	0.9879081555
928	40835.19954	30549.67521	0.9879177194
929	40787.43911	30514.86632	0.9879459655
930	40772.48714	30506.52519	0.9879548015
931	40728.38933	30469.91495	0.9879808426
932	40701.12087	30438.53923	0.9879969313
933	40680.90145	30419.37455	0.9880088541
934	40662.55276	30405.46974	0.9880196686
935	40631.74543	30383.69557	0.9880378151
936	40601.30004	30361.19885	0.988055735
937	40556.73084	30324.2491	0.9880819437
938	40529.75792	30299.07714	0.988097791
939	40502.5355	30282.44945	0.9881137742
940	40471.91509	30254.42123	0.9881317397
941	40450.81789	30240.91635	0.9881441098
942	40427.04186	30219.64608	0.988158043
943	40394.53257	30199.56593	0.9881770807
944	40355.08115	30171.47275	0.9882001632
945	40317.20958	30147.17566	0.9882223001
946	40294.24286	30131.0053	0.9882357146
947	40246.41341	30110.13083	0.9882636266
948	40229.29409	30098.65587	0.9882736089
949	40179.35115	30069.97187	0.9883027064
950	40147.42464	30048.62697	0.9883212884
951	40119.06517	30024.86687	0.9883377818
952	40102.90844	30012.25711	0.9883471731
953	40069.70076	29991.96579	0.9883664637
954	40047.66922	29980.71713	0.9883792531
955	40015.94086	29955.31054	0.9883976592
956	40010.11354	29950.45677	0.9884010382
957	39973.01833	29923.53903	0.988422536
958	39940.38474	29905.42481	0.9884414318
959	39915.26513	29890.39286	0.9884559662
960	39888.53398	29864.03377	0.9884714231
961	39836.06467	29826.49831	0.9885017325
962	39787.65556	29785.47137	0.9885296611
963	39743.24459	29756.94206	0.9885552531
964	39720.5951	29740.03247	0.988568294
965	39700.71671	29722.28332	0.9885797333
966	39642.5305	29686.28484	0.9886131843
967	39604.08411	29659.31942	0.9886352601
968	39571.45786	29637.38524	0.9886539772
969	39555.24499	29624.03316	0.9886632724
970	39537.48514	29606.95828	0.9886734503
971	39522.70762	29593.6657	0.9886819155
972	39508.16646	29581.14833	0.9886902423
973	39464.33646	29557.25103	0.9887153222
974	39433.18923	29536.08513	0.9887331281
975	39416.84824	29520.46827	0.988742464
976	39397.99992	29503.71443	0.9887532277
977	39362.42945	29489.68285	0.9887735268
978	39316.68053	29467.81024	0.9887996076
979	39290.16861	29443.55525	0.9888147077
980	39256.59155	29419.89344	0.9888338173
981	39216.54993	29396.82285	0.9888565846
982	39190.47218	29376.36077	0.9888713997
983	39170.35278	29357.99696	0.9888828231
984	39149.14084	29337.87908	0.9888948604
985	39119.56284	29315.32465	0.9889116344
986	39078.89384	29287.84651	0.9889346775
987	39035.71468	29260.73553	0.9889591166
988	39018.60996	29248.1468	0.9889687903
989	38988.32489	29227.11923	0.9889859079
990	38975.12033	29217.99731	0.9889933671
991	38938.47878	29191.21307	0.9890140526
992	38878.18852	29149.78744	0.9890480464
993	38849.23951	29128.25611	0.9890643502
994	38826.78186	29108.43006	0.9890769897
995	38797.33472	29085.16324	0.9890935519
996	38780.79123	29071.9552	0.9891028511
997	38759.79422	29057.21192	0.989114648
998	38738.13061	29041.5039	0.9891268127
999	38709.66491	29018.70023	0.9891427866
